0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
13,11
14,11
15,11
16,11
17,11
18,11
19,11
20,11
21,11
22,11
23,11
24,11
25,11
26,11
27,11
28,11
29,11
30,11
31,11
32,11
33,34
33,35
33,11
33,20
33,18
33,21
33,19
33,36
37,24
37,22
37,23
37,25
37,11
38,11
38,39
38,40
38,41
38,42
34,11
36,11
35,11
43,11
44,11
45,11
46,11
47,11
48,11
49,11
50,11
51,11
52,11
42,11
41,11
39,11
40,11
53,11
54,11
55,11
56,11
5,57
5,58
5,59
5,60
5,11
5,61
59,62
59,63
59,64
59,65
59,11
59,66
59,67
59,68
69,11
61,11
61,70
60,11
60,71
60,72
58,11
57,11
62,11
65,11
73,11
63,11
67,11
74,11
75,11
76,11
77,11
78,11
79,11
80,11
81,11
82,11
83,11
84,11
85,11
86,11
87,11
88,11
89,11
90,11
91,11
92,93
92,94
92,75
92,95
92,11
92,76
92,74
96,80
96,97
96,11
96,79
96,77
96,78
94,11
93,11
95,11
97,11
98,11
99,11
100,11
101,11
102,11
103,11
104,11
105,11
106,11
107,11
107,26
107,28
107,29
107,27
108,109
108,110
108,111
108,112
108,11
108,113
114,11
115,116
115,117
115,118
115,119
115,120
115,11
121,122
121,123
121,124
121,11
121,125
121,126
127,128
127,129
127,11
127,130
127,131
3,98
3,83
3,86
3,82
3,87
3,114
3,81
3,11
132,11
132,43
132,46
132,51
132,47
132,50
132,48
132,52
132,45
132,49
132,44
6,84
6,73
6,91
6,69
6,90
6,11
1,13
1,16
1,17
1,11
1,14
1,15
7,11
7,96
7,92
133,55
133,53
133,54
133,11
133,56
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
9,11
2,88
2,100
2,89
2,101
2,99
2,11
8,106
8,103
8,11
8,102
8,105
8,104
12,107
12,38
12,37
12,115
12,33
12,121
12,127
12,108
12,11
4,32
4,11
4,30
4,134
4,133
4,135
4,31
4,132
4,136
112,11
111,11
110,11
109,11
113,11
118,11
116,11
120,11
117,11
119,11
124,11
125,11
122,11
123,11
126,11
129,11
131,11
128,11
130,11
64,11
66,11
68,11
70,11
72,11
71,11
134,11
136,137
136,138
136,139
136,11
136,140
136,141
138,11
140,11
137,11
141,11
139,11
135,11
