0,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
9,1
9,5
9,3
9,14
9,15
5,9
5,1
5,7
7,11
7,5
7,1
11,7
11,1
11,4
4,11
4,1
4,10
4,14
4,15
10,4
10,8
10,1
8,6
8,10
8,1
6,12
6,8
6,1
12,13
12,1
12,6
13,1
13,12
13,2
13,14
13,15
2,3
2,13
2,1
3,9
3,2
3,1
16,14
14,14
17,14
