0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,26
0,30
0,31
0,32
0,33
0,34
0,35
0,36
7,37
7,0
37,7
3,38
3,0
38,3
6,39
6,0
39,6
21,40
21,0
40,21
22,41
22,0
41,22
14,42
14,0
42,14
10,43
10,0
43,10
8,44
8,0
44,8
2,45
2,0
45,2
18,46
18,0
46,18
5,46
5,0
47,26
26,47
26,0
19,48
19,0
48,19
16,49
16,0
49,16
17,50
17,0
50,17
29,51
29,0
51,29
15,52
15,0
52,15
34,53
53,34
32,54
32,0
54,32
30,55
30,0
55,30
13,56
13,0
56,13
25,57
25,0
57,25
33,58
33,0
58,33
11,59
11,0
59,11
9,60
9,0
60,9
35,61
35,0
61,35
4,62
4,0
62,4
23,63
23,0
63,23
20,64
20,0
64,20
12,65
12,0
65,12
24,66
24,0
66,24
36,67
36,0
67,36
27,68
27,0
68,27
1,69
1,0
69,1
28,70
28,0
70,28
