0,1
0,2
0,3
0,4
0,5
0,6
0,1
0,7
0,8
0,9
0,10
0,11
0,1
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,1
0,1
4,1
7,1
3,1
14,1
14,15
15,1
15,14
15,16
16,1
16,15
16,17
17,1
17,16
17,18
18,1
18,17
18,19
19,1
19,18
19,20
20,1
20,19
21,1
21,22
22,1
22,21
22,23
23,1
23,22
23,24
24,1
24,23
24,25
25,1
25,24
26,1
26,27
27,1
27,26
27,28
28,1
28,27
28,29
29,1
29,28
29,30
30,1
30,29
30,31
31,1
31,30
32,1
32,33
33,1
33,32
33,34
34,1
34,33
34,35
35,1
35,34
35,36
36,1
36,35
