0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
22,9
22,1
22,1
6,9
6,1
6,1
18,1
18,9
18,1
12,1
12,1
12,9
8,1
8,1
8,9
7,9
7,1
7,1
3,23
1,24
1,25
9,1
9,26
9,25
9,0
19,9
19,1
19,1
11,1
11,15
11,9
11,3
11,17
5,11
27,11
15,3
15,4
15,16
15,20
15,17
28,3
29,3
23,15
23,0
17,3
17,9
17,15
17,0
24,3
24,25
24,15
24,1
24,9
26,3
26,1
26,9
26,25
26,15
30,0
14,9
14,1
14,1
2,1
2,1
2,9
10,1
10,9
10,1
4,3
16,3
20,3
