0,1
1,2
1,2
1,3
1,2
1,4
1,5
1,6
1,7
1,8
8,2
8,5
8,4
8,6
5,9
5,9
5,6
5,2
5,4
5,8
9,6
9,8
9,2
9,5
9,4
9,10
10,2
10,8
10,4
10,5
10,2
10,6
2,11
2,11
2,4
2,5
2,8
2,6
2,11
11,2
11,8
11,5
11,6
11,4
11,2
11,12
12,2
12,4
12,6
12,5
12,2
12,8
6,13
6,13
6,13
6,13
6,13
6,13
6,2
6,8
6,4
6,5
13,2
13,5
13,4
13,8
13,6
13,2
13,14
14,2
14,6
14,2
14,8
14,5
14,4
4,15
4,16
4,17
4,18
4,19
4,20
4,5
4,6
4,2
4,8
20,2
20,8
20,4
20,5
20,6
19,5
19,2
19,8
19,6
19,4
15,8
15,2
15,6
15,5
15,4
16,5
16,6
16,4
16,8
16,2
17,8
17,5
17,4
17,6
17,2
18,2
18,8
18,5
18,6
18,4
