0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
2,11
2,12
2,13
2,14
2,15
2,16
17,18
17,19
17,20
17,21
17,22
17,23
17,24
17,25
26,27
26,28
26,29
26,30
26,31
26,32
26,33
26,34
26,35
26,36
26,37
13,38
13,39
13,40
13,41
13,42
13,43
13,44
13,45
12,46
12,47
12,48
12,49
12,50
12,51
12,52
12,53
14,54
14,55
14,56
14,57
14,58
14,59
14,60
14,61
14,62
14,63
14,64
14,65
14,66
14,67
14,68
14,69
14,70
14,71
11,72
11,73
11,74
11,75
11,76
11,77
11,78
11,79
11,80
11,81
11,82
11,83
84,85
84,86
84,87
84,88
84,89
84,90
84,91
84,92
84,93
84,94
84,95
3,96
3,97
3,98
3,99
3,100
1,17
1,101
1,26
1,84
101,102
101,103
101,104
101,105
101,106
101,107
101,108
101,109
15,110
15,111
15,112
15,113
15,114
15,115
15,116
15,117
16,118
16,119
16,120
16,121
16,122
16,123
16,124
16,125
16,126
16,127
16,128
16,129
16,130
16,131
4,132
4,133
98,134
98,135
98,136
98,137
98,138
98,139
98,140
96,141
96,142
96,143
96,144
96,145
96,146
96,147
8,148
