0,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,1
1,17
18,2
18,18
18,1
7,2
7,19
14,2
14,10
14,11
14,12
14,13
14,14
14,15
14,16
19,2
19,20
20,2
20,17
4,2
4,1
11,2
11,10
11,11
11,12
11,13
11,14
11,15
11,16
11,1
5,2
5,1
12,2
12,10
12,11
12,12
12,13
12,14
12,15
12,16
12,1
6,2
6,1
13,2
13,10
13,11
13,12
13,13
13,14
13,15
13,16
13,1
8,2
8,1
15,2
15,10
15,11
15,12
15,13
15,14
15,15
15,16
15,1
9,2
9,1
16,2
16,10
16,11
16,12
16,13
16,14
16,15
16,16
16,1
3,2
3,1
10,2
10,10
10,11
10,12
10,13
10,14
10,15
10,16
10,1
