id,label,text,view
0,StartActivity,©2017 Security Mobile Team. All Rights Reserved. EULA & Privacy Policy START 100% Full Score Antivirus Engine Inside Secure and Reliable Security Antivirus,android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.TextView android.widget.Button android.widget.LinearLayout android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.ImageView android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.ImageView
1,MainActivity,Secure and Reliable Security Antivirus Antivirus & Boost SCAN NOW Clean Junk Files Wi-Fi Security Phone Boost %1$s risks detected Suspicious AV-Test Full Score Engine Inside Security Antivirus,android.support.v4.widget.DrawerLayout android.widget.ListView android.widget.LinearLayout android.widget.TextView android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.ImageView android.widget.FrameLayout android.widget.FrameLayout android.widget.LinearLayout android.widget.FrameLayout android.widget.RelativeLayout android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.ImageView android.widget.LinearLayout android.widget.LinearLayout android.widget.LinearLayout android.widget.LinearLayout android.widget.TextView android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.ImageView android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.TextView android.widget.ImageView android.widget.FrameLayout android.widget.LinearLayout android.widget.LinearLayout android.widget.LinearLayout android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.LinearLayout android.widget.ImageView
2,WifiActivity,Speed Online devices Wi-Fi Security,android.widget.FrameLayout android.widget.RelativeLayout android.widget.LinearLayout android.widget.LinearLayout android.widget.TextView android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.ImageView android.widget.TextView android.widget.LinearLayout android.widget.LinearLayout android.widget.FrameLayout android.widget.LinearLayout android.widget.ListView android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.TextView android.widget.ImageView android.widget.LinearLayout android.widget.RelativeLayout android.widget.ImageView android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.ImageView
3,BoostActivity,VIEW Use Applock to add an extra password to sensitive apps. AppLock You may also like... CLEAN Clean big files duplicate photos and more to save lots of space Advanced Cleaning Want more storage space? Try Junk Advanced at the top-right corner. Your phone was boosted Boost Available: %1$s Total: %1$s Phone Boost,android.widget.LinearLayout android.widget.ScrollView android.widget.LinearLayout android.widget.LinearLayout android.widget.LinearLayout android.widget.LinearLayout android.widget.LinearLayout android.widget.Button android.view.View android.widget.LinearLayout android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.ImageView android.widget.TextView android.widget.LinearLayout android.widget.LinearLayout android.widget.Button android.view.View android.widget.LinearLayout android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.ImageView android.widget.TextView android.widget.LinearLayout android.widget.LinearLayout android.widget.LinearLayout android.widget.LinearLayout android.widget.TextView android.widget.ImageView android.widget.LinearLayout android.widget.Button android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.FrameLayout android.widget.TextView com.bass.cleaner.security.boost.view.CircleProgress android.widget.LinearLayout android.widget.LinearLayout android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.ImageView
4,AppLockActivity,null,android.view.ViewGroup
5,ScanVirusActivity,% 0 Powered by Tencent Junk File Privacy Virus Scanning for %s… Scanning,android.widget.FrameLayout android.widget.LinearLayout android.widget.FrameLayout android.widget.RelativeLayout android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.ImageView com.bass.cleaner.security.scan.view.StarLinearLayout android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.LinearLayout android.widget.TextView android.widget.FrameLayout android.widget.TextView android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.FrameLayout android.widget.TextView android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.FrameLayout android.widget.TextView android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.FrameLayout android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.ImageView
6,DangerActivity,RESOLVE ALL UNINSTALL IGNORE Advice: Clean Malware ENABLE NOW Protection will be disabled if Security Antivirus is uninstalled - Auto block malwares when attempting to intrude system without your knowledge - Auto scan apps when installing Features: Protect device from millions of viruses Real-Time Protection %1$s risks detected Suspicious,android.widget.LinearLayout android.widget.Button android.widget.ScrollView android.widget.LinearLayout com.bass.cleaner.security.aisecurity.view.ListViewForScrollView android.widget.LinearLayout android.widget.LinearLayout android.widget.TextView android.widget.ImageView android.widget.LinearLayout android.widget.LinearLayout android.widget.TextView android.widget.ImageView com.bass.cleaner.security.aisecurity.view.ListViewForScrollView android.widget.LinearLayout android.widget.LinearLayout android.widget.Button android.view.View android.widget.Button android.view.View android.widget.TextView android.widget.TextView android.widget.LinearLayout android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.ImageView android.widget.LinearLayout android.widget.Button android.view.View android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.TextView android.widget.TextView android.widget.LinearLayout android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.ImageView android.view.View android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.LinearLayout android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.ImageView
7,CleanScanActivity,Clean 0.00 KB Clean Junk Files,android.widget.LinearLayout android.widget.FrameLayout android.widget.Button android.widget.LinearLayout android.widget.ScrollView android.widget.LinearLayout com.bass.cleaner.security.aisecurity.view.ListViewForScrollView android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.TextView android.widget.ImageView android.view.View android.widget.TextView android.view.View android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.ImageView
8,BrowserActivity,Protect you from malicious & phishing websites Enable to protect your browsing timely Safe Browsing Safe Browsing,android.widget.LinearLayout android.widget.LinearLayout android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.ImageView android.view.View android.widget.RelativeLayout android.widget.ImageView android.widget.TextView android.widget.LinearLayout android.widget.ImageView android.widget.TextView android.widget.LinearLayout android.widget.ImageView
9,FullScanActivity,% Full Scan - SD Card,android.widget.RelativeLayout android.widget.FrameLayout android.widget.Button android.widget.LinearLayout com.bass.cleaner.security.deepclean.lib.FloatingGroupExpandableListView android.widget.RelativeLayout android.widget.TextView android.widget.TextView android.widget.LinearLayout android.widget.TextView android.widget.TextView android.widget.ImageView android.widget.ImageView android.widget.ImageView android.widget.LinearLayout android.widget.TextView android.widget.LinearLayout android.widget.ImageView
