0,0
0,1
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
2,11
4,12
4,13
4,14
4,15
4,16
4,17
4,18
4,19
4,20
4,2
12,21
21,22
10,23
3,2
24,25
25,22
26,27
27,22
28,29
29,22
30,31
31,22
32,33
33,22
34,35
35,22
36,37
37,22
38,39
39,22
40,22
13,40
41,22
14,41
42,22
15,42
43,22
16,43
44,22
17,44
45,22
18,45
46,22
19,46
47,22
20,47
48,49
49,22
6,50
6,50
6,22
7,50
7,50
7,22
9,50
9,50
9,22
8,50
8,50
8,50
8,22
5,50
5,51
5,50
5,22
51,50
51,50
51,50
11,50
11,50
11,22
