0,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,45
1,46
1,47
1,48
1,49
1,50
1,51
1,52
1,53
1,54
1,55
1,56
1,57
1,58
1,59
1,60
1,61
1,62
1,63
1,64
1,65
1,66
1,67
1,68
1,69
1,70
1,71
1,72
1,73
1,74
1,75
1,76
1,77
1,78
1,79
1,80
1,81
1,82
1,83
1,84
1,85
1,86
1,87
1,88
1,89
1,90
1,91
1,92
1,93
1,94
1,95
1,96
1,97
1,98
1,99
1,100
1,101
1,102
1,103
1,104
1,105
1,106
1,107
1,108
1,109
1,110
1,111
1,112
1,113
1,114
1,115
1,116
1,117
1,118
1,119
1,120
1,121
1,122
1,123
1,124
1,125
1,126
1,127
1,128
1,129
1,130
1,131
1,132
1,133
1,134
1,135
1,136
1,137
1,138
1,139
1,140
1,141
1,142
1,143
1,144
1,145
1,146
1,147
1,148
1,149
1,150
1,151
1,62
36,1
36,151
36,62
141,1
141,151
141,62
37,1
37,104
37,151
37,62
74,1
74,151
74,62
100,1
100,151
100,62
10,1
10,151
10,62
94,1
94,151
94,62
113,1
113,151
113,62
128,1
128,151
128,62
66,1
66,151
66,62
44,1
44,151
44,62
139,1
139,151
139,62
99,1
99,151
99,62
116,1
116,152
116,153
116,151
116,62
152,116
153,116
153,154
153,151
153,62
104,1
104,151
104,62
136,1
136,151
136,62
108,1
108,151
108,62
117,1
117,155
117,151
117,62
155,117
118,1
118,151
118,62
142,1
154,153
137,1
137,156
137,151
137,62
49,1
49,151
49,62
82,1
82,151
82,62
68,1
68,151
68,62
27,1
27,151
27,62
75,1
75,151
75,62
59,1
59,27
59,151
59,62
156,137
156,151
156,62
84,1
84,151
84,62
102,1
102,151
102,62
67,1
67,151
67,62
109,1
109,151
109,62
28,1
28,151
28,62
146,1
146,151
146,62
17,1
17,151
17,62
131,1
131,151
131,62
127,1
127,151
127,62
71,1
123,1
123,151
123,62
56,1
56,151
56,62
47,1
47,151
47,62
9,1
9,151
9,62
79,1
79,151
79,62
86,1
86,151
86,62
133,1
133,151
133,62
148,1
148,151
148,62
147,1
147,151
147,62
90,1
90,151
90,62
51,1
51,151
51,62
149,1
149,151
149,62
25,1
25,151
25,62
12,1
54,1
54,151
54,62
121,1
121,151
121,62
19,1
19,151
19,62
114,1
114,151
114,62
35,1
35,151
35,62
60,1
60,151
60,62
22,1
22,151
22,62
140,1
140,151
140,62
55,1
55,151
55,62
92,1
92,151
92,62
83,1
83,151
83,62
130,1
130,151
130,62
43,1
43,151
43,62
16,1
16,151
16,62
150,1
150,151
150,62
125,1
125,151
125,62
126,1
126,151
126,62
39,1
39,151
39,62
88,1
88,151
88,62
77,1
77,151
77,62
73,1
73,151
73,62
29,1
29,151
29,62
26,1
26,151
26,62
132,1
132,151
132,62
63,1
63,151
63,62
87,1
87,151
87,62
14,1
14,151
14,62
33,1
33,151
33,62
3,1
3,151
3,62
52,1
52,151
52,62
30,1
30,151
30,62
135,1
135,151
135,62
18,1
18,151
18,62
4,1
4,151
4,62
31,1
31,151
31,62
89,1
89,151
89,62
106,1
106,151
106,62
65,1
65,151
65,62
5,1
5,151
5,62
81,1
81,151
81,62
91,1
91,151
91,62
78,1
78,151
78,62
42,1
42,151
42,62
45,1
45,151
45,62
57,1
57,151
57,62
61,1
61,151
61,62
24,1
24,151
24,62
138,1
138,151
138,62
105,1
105,151
105,62
101,1
101,151
101,62
13,1
13,151
13,62
48,1
48,151
48,62
124,1
124,151
124,62
38,1
38,151
38,62
76,1
76,151
76,62
98,1
98,151
98,62
93,1
93,151
93,62
103,1
103,151
103,62
107,1
107,151
107,62
6,1
6,151
6,62
110,1
110,151
110,62
64,1
64,151
64,62
119,1
119,151
119,62
41,1
41,151
41,62
69,1
69,151
69,62
144,1
144,151
144,62
50,1
50,151
50,62
112,1
112,151
112,62
8,1
8,151
8,62
134,1
134,151
134,62
97,1
97,151
97,62
115,1
115,151
115,62
11,1
11,151
11,62
2,1
2,151
2,62
85,1
85,151
85,62
32,1
32,151
32,62
7,1
7,151
7,62
53,1
53,151
53,62
46,1
46,151
46,62
95,1
95,151
95,62
34,1
34,151
34,62
80,1
80,151
80,62
23,1
23,151
23,62
129,1
129,151
129,62
96,1
96,151
96,62
15,1
15,151
15,62
72,1
72,151
72,62
143,1
143,151
143,62
111,1
111,151
111,62
40,1
40,151
40,62
21,1
21,151
21,62
145,1
145,151
145,62
120,1
120,151
120,62
70,1
70,151
70,62
58,1
58,151
58,62
122,1
122,151
122,62
20,1
20,151
20,62
151,1
151,62
151,157
